Date,Stock,Sector,Closing Price,Trading Volume
2023-05-06,JPM,Healthcare,403.7,4165249.0
2023-05-07,JPM,Healthcare,347.9,
2023-05-08,JPM,Healthcare,130.96,498008.0
2023-05-09,JPM,Healthcare,305.13,4219214.0
2023-05-10,JPM,Healthcare,237.32,1423957.0
2023-05-11,JPM,Healthcare,231.43,1954260.0
2023-05-12,JPM,Healthcare,340.9,
2023-05-13,JPM,Healthcare,228.93,2896647.0
2023-05-14,JPM,Healthcare,410.76,274001.0
2023-05-15,JPM,Healthcare,128.32,2514607.0
2023-05-16,JPM,Healthcare,364.16,4006419.0
2023-05-17,JPM,Healthcare,423.68,165867.0
2023-05-18,JPM,Healthcare,369.13,188780.0
2023-05-19,JPM,Healthcare,298.89,2795145.0
2023-05-20,JPM,Healthcare,480.12,3041478.0
2023-05-21,JPM,Healthcare,219.98,974072.0
2023-05-22,JPM,Healthcare,107.67,3867263.0
2023-05-23,JPM,Healthcare,272.8,3949981.0
2023-05-24,JPM,Healthcare,113.2,4295031.0
2023-05-25,JPM,Healthcare,481.57,4184591.0
2023-05-26,JPM,Healthcare,183.97,1119051.0
2023-05-27,JPM,Healthcare,415.57,1514119.0
2023-05-28,JPM,Healthcare,409.83,1368182.0
2023-05-29,JPM,Healthcare,187.09,4174161.0
2023-05-30,JPM,Healthcare,348.49,490732.0
2023-05-31,JPM,Healthcare,119.23,2670746.0
2023-06-01,JPM,Healthcare,293.43,2351743.0
2023-06-02,JPM,Healthcare,105.86,4126352.0
2023-06-03,JPM,Healthcare,468.46,2376158.0
2023-06-04,JPM,Healthcare,490.43,3220452.0
2023-06-05,JPM,Healthcare,188.91,3405640.0
2023-06-06,JPM,Healthcare,183.24,2810807.0
2023-06-07,JPM,Healthcare,401.49,1562417.0
2023-06-08,JPM,Healthcare,201.35,775899.0
2023-06-09,JPM,Healthcare,458.03,418774.0
2023-06-10,JPM,Healthcare,329.57,586626.0
2023-06-11,JPM,Healthcare,240.31,3123871.0
2023-06-12,JPM,Healthcare,433.08,4949617.0
2023-06-13,JPM,Healthcare,297.36,711868.0
2023-06-14,JPM,Healthcare,464.65,4633910.0
2023-06-15,JPM,Healthcare,471.21,1507757.0
2023-06-16,JPM,Healthcare,166.17,1304656.0
2023-06-17,JPM,Healthcare,100.93,3556800.0
2023-06-18,JPM,Healthcare,493.57,838456.0
2023-06-19,JPM,Healthcare,462.46,1238452.0
2023-06-20,JPM,Healthcare,122.18,2746416.0
2023-06-21,JPM,Healthcare,433.21,782986.0
2023-06-22,JPM,Healthcare,283.12,4654704.0
2023-06-23,JPM,Healthcare,203.58,2388013.0
2023-06-24,JPM,Healthcare,,1867581.0
2023-06-25,JPM,Healthcare,178.67,2448818.0
2023-06-26,JPM,Healthcare,478.92,3515398.0
2023-06-27,JPM,Healthcare,182.25,4922455.0
2023-06-28,JPM,Healthcare,345.47,3444849.0
2023-06-29,JPM,Healthcare,189.23,435510.0
2023-06-30,JPM,Healthcare,318.27,3194973.0
2023-07-01,JPM,Healthcare,373.59,4746637.0
2023-07-02,JPM,Healthcare,176.09,3301824.0
2023-07-03,JPM,Healthcare,308.35,150248.0
2023-07-04,JPM,Healthcare,287.62,4165183.0
2023-07-05,JPM,Healthcare,128.41,2277040.0
2023-07-06,JPM,Healthcare,427.32,340346.0
2023-07-07,JPM,Healthcare,234.27,718821.0
2023-07-08,JPM,Healthcare,329.83,4336258.0
2023-07-09,JPM,Healthcare,305.91,
2023-07-10,JPM,Healthcare,305.3,764164.0
2023-07-11,JPM,Healthcare,142.89,1896641.0
2023-07-12,JPM,Healthcare,269.39,362739.0
2023-07-13,JPM,Healthcare,280.95,3537464.0
2023-07-14,JPM,Healthcare,393.46,2521961.0
2023-07-15,JPM,Healthcare,436.01,368116.0
2023-07-16,JPM,Healthcare,317.99,3523754.0
2023-07-17,JPM,Healthcare,134.71,1870330.0
2023-07-18,JPM,Healthcare,194.74,4758575.0
2023-07-19,JPM,Healthcare,165.97,3924857.0
2023-07-20,JPM,Healthcare,149.85,2746460.0
2023-07-21,JPM,Healthcare,246.36,464765.0
2023-07-22,JPM,Healthcare,191.76,2020382.0
2023-07-23,JPM,Healthcare,187.32,112879.0
2023-07-24,JPM,Healthcare,121.88,658086.0
2023-07-25,JPM,Healthcare,107.07,3877807.0
2023-07-26,JPM,Healthcare,141.11,1631618.0
2023-07-27,JPM,Healthcare,168.88,4995737.0
2023-07-28,JPM,Healthcare,272.39,4099143.0
2023-07-29,JPM,Healthcare,304.21,4782251.0
2023-07-30,JPM,Healthcare,156.24,259472.0
2023-07-31,JPM,Healthcare,269.91,2191028.0
2023-08-01,JPM,Healthcare,236.7,2995537.0
2023-08-02,JPM,Healthcare,173.37,2827850.0
2023-08-03,JPM,Healthcare,102.74,1798019.0
2023-08-04,JPM,Healthcare,286.81,3400335.0
2023-08-05,JPM,Healthcare,374.26,1879472.0
2023-08-06,JPM,Healthcare,190.51,3713983.0
2023-08-07,JPM,Healthcare,152.72,3249783.0
2023-08-08,JPM,Healthcare,454.82,2497466.0
2023-08-09,JPM,Healthcare,210.01,2426168.0
2023-08-10,JPM,Healthcare,189.45,4008673.0
2023-08-11,JPM,Healthcare,442.84,2034984.0
2023-08-12,JPM,Healthcare,426.84,1438971.0
2023-08-13,JPM,Healthcare,279.34,4241314.0
2023-08-14,JPM,Healthcare,295.7,
2023-08-15,JPM,Healthcare,187.1,2137701.0
2023-08-16,JPM,Healthcare,131.32,4110086.0
2023-08-17,JPM,Healthcare,329.37,3717760.0
2023-08-18,JPM,Healthcare,139.34,582870.0
2023-08-19,JPM,Healthcare,279.71,4657612.0
2023-08-20,JPM,Healthcare,476.2,4309689.0
2023-08-21,JPM,Healthcare,481.13,4097581.0
2023-08-22,JPM,Healthcare,195.73,4252109.0
2023-08-23,JPM,Healthcare,349.65,2705822.0
2023-08-24,JPM,Healthcare,289.63,217369.0
2023-08-25,JPM,Healthcare,450.27,3819127.0
2023-08-26,JPM,Healthcare,208.57,2450876.0
2023-08-27,JPM,Healthcare,101.48,3473328.0
2023-08-28,JPM,Healthcare,165.02,3719047.0
2023-08-29,JPM,Healthcare,239.81,2331737.0
2023-08-30,JPM,Healthcare,226.29,
2023-08-31,JPM,Healthcare,416.55,2865847.0
2023-09-01,JPM,Healthcare,372.22,1848076.0
2023-09-02,JPM,Healthcare,219.82,1750522.0
2023-09-03,JPM,Healthcare,283.1,1267213.0
2023-09-04,JPM,Healthcare,138.22,1007153.0
2023-09-05,JPM,Healthcare,459.26,2814660.0
2023-09-06,JPM,Healthcare,474.17,3100827.0
2023-09-07,JPM,Healthcare,491.92,2023298.0
2023-09-08,JPM,Healthcare,447.42,3725279.0
2023-09-09,JPM,Healthcare,169.58,4136423.0
2023-09-10,JPM,Healthcare,118.48,621397.0
2023-09-11,JPM,Healthcare,331.84,892425.0
2023-09-12,JPM,Healthcare,465.04,3210997.0
2023-09-13,JPM,Healthcare,170.94,4004413.0
2023-09-14,JPM,Healthcare,102.82,1666772.0
2023-09-15,JPM,Healthcare,422.2,3101179.0
2023-09-16,JPM,Healthcare,130.72,152066.0
2023-09-17,JPM,Healthcare,265.48,2571146.0
2023-09-18,JPM,Healthcare,,358480.0
2023-09-19,JPM,Healthcare,194.72,4283005.0
2023-09-20,JPM,Healthcare,133.59,3852331.0
2023-09-21,JPM,Healthcare,408.01,1111214.0
2023-09-22,JPM,Healthcare,352.07,4180554.0
2023-09-23,JPM,Healthcare,495.4,4271364.0
2023-09-24,JPM,Healthcare,237.72,2035822.0
2023-09-25,JPM,Healthcare,124.7,2673937.0
2023-09-26,JPM,Healthcare,393.74,4297739.0
2023-09-27,JPM,Healthcare,308.69,2036513.0
2023-09-28,JPM,Healthcare,185.28,3405742.0
2023-09-29,JPM,Healthcare,412.69,1570851.0
2023-09-30,JPM,Healthcare,181.5,812917.0
2023-10-01,JPM,Healthcare,204.26,3035973.0
2023-10-02,JPM,Healthcare,137.01,3036598.0
2023-10-03,JPM,Healthcare,259.77,4586745.0
2023-10-04,JPM,Healthcare,267.57,2757179.0
2023-10-05,JPM,Healthcare,305.82,1551511.0
2023-10-06,JPM,Healthcare,383.59,2800993.0
2023-10-07,JPM,Healthcare,462.44,4302618.0
2023-10-08,JPM,Healthcare,155.09,718119.0
2023-10-09,JPM,Healthcare,,4107324.0
2023-10-10,JPM,Healthcare,107.41,3615530.0
2023-10-11,JPM,Healthcare,157.45,3019697.0
2023-10-12,JPM,Healthcare,363.18,741462.0
2023-10-13,JPM,Healthcare,,2427089.0
2023-10-14,JPM,Healthcare,414.6,644653.0
2023-10-15,JPM,Healthcare,197.48,4595477.0
2023-10-16,JPM,Healthcare,222.36,493186.0
2023-10-17,JPM,Healthcare,293.25,3855490.0
2023-10-18,JPM,Healthcare,125.27,4634666.0
2023-10-19,JPM,Healthcare,344.46,3404299.0
2023-10-20,JPM,Healthcare,493.49,
2023-10-21,JPM,Healthcare,244.32,1850093.0
2023-10-22,JPM,Healthcare,401.14,1320682.0
2023-10-23,JPM,Healthcare,300.01,2995018.0
2023-10-24,JPM,Healthcare,151.12,707317.0
2023-10-25,JPM,Healthcare,332.89,2200923.0
2023-10-26,JPM,Healthcare,219.95,1793675.0
2023-10-27,JPM,Healthcare,113.76,1074303.0
2023-10-28,JPM,Healthcare,353.97,4094417.0
2023-10-29,JPM,Healthcare,443.57,420580.0
2023-10-30,JPM,Healthcare,237.91,3353507.0
2023-10-31,JPM,Healthcare,256.12,4943483.0
2023-11-01,JPM,Healthcare,,2976237.0
2023-11-02,JPM,Healthcare,425.44,3731047.0
2023-11-03,JPM,Healthcare,385.98,1136658.0
2023-11-04,JPM,Healthcare,199.52,580674.0
2023-11-05,JPM,Healthcare,464.09,4847924.0
2023-11-06,JPM,Healthcare,161.77,493056.0
2023-11-07,JPM,Healthcare,350.71,4383335.0
2023-11-08,JPM,Healthcare,111.52,3712914.0
2023-11-09,JPM,Healthcare,357.49,283024.0
2023-11-10,JPM,Healthcare,210.86,1176048.0
2023-11-11,JPM,Healthcare,279.87,2257098.0
2023-11-12,JPM,Healthcare,238.11,1044353.0
2023-11-13,JPM,Healthcare,169.1,3509413.0
2023-11-14,JPM,Healthcare,348.79,1151341.0
2023-11-15,JPM,Healthcare,452.79,4599522.0
2023-11-16,JPM,Healthcare,483.63,3930371.0
2023-11-17,JPM,Healthcare,176.94,1923980.0
2023-11-18,JPM,Healthcare,386.95,2066849.0
2023-11-19,JPM,Healthcare,365.74,1821742.0
2023-11-20,JPM,Healthcare,237.35,4967920.0
2023-11-21,JPM,Healthcare,107.64,4660351.0
2023-11-22,JPM,Healthcare,375.92,4813094.0
2023-11-23,JPM,Healthcare,478.2,3395453.0
2023-11-24,JPM,Healthcare,,3725613.0
2023-11-25,JPM,Healthcare,274.12,2236491.0
2023-11-26,JPM,Healthcare,310.06,3664701.0
2023-11-27,JPM,Healthcare,179.85,404543.0
2023-11-28,JPM,Healthcare,400.22,4076173.0
2023-11-29,JPM,Healthcare,398.57,3212261.0
2023-11-30,JPM,Healthcare,158.21,1556498.0
2023-12-01,JPM,Healthcare,451.19,3797925.0
2023-12-02,JPM,Healthcare,207.68,4268986.0
2023-12-03,JPM,Healthcare,492.9,4813297.0
2023-12-04,JPM,Healthcare,253.16,3191287.0
2023-12-05,JPM,Healthcare,171.15,812932.0
2023-12-06,JPM,Healthcare,240.69,1081271.0
2023-12-07,JPM,Healthcare,276.07,1092206.0
2023-12-08,JPM,Healthcare,127.72,2338154.0
2023-12-09,JPM,Healthcare,331.29,103285.0
2023-12-10,JPM,Healthcare,339.05,2757303.0
2023-12-11,JPM,Healthcare,395.57,3133361.0
2023-12-12,JPM,Healthcare,111.67,1804491.0
2023-12-13,JPM,Healthcare,316.5,1481688.0
2023-12-14,JPM,Healthcare,121.16,1202491.0
2023-12-15,JPM,Healthcare,380.46,765979.0
2023-12-16,JPM,Healthcare,122.29,884278.0
2023-12-17,JPM,Healthcare,464.69,607553.0
2023-12-18,JPM,Healthcare,380.83,1076778.0
2023-12-19,JPM,Healthcare,302.96,4184457.0
2023-12-20,JPM,Healthcare,,2570562.0
2023-12-21,JPM,Healthcare,152.27,2638076.0
2023-12-22,JPM,Healthcare,216.4,3898057.0
2023-12-23,JPM,Healthcare,447.58,3298747.0
2023-12-24,JPM,Healthcare,461.78,4825965.0
2023-12-25,JPM,Healthcare,100.3,
2023-12-26,JPM,Healthcare,337.65,722215.0
2023-12-27,JPM,Healthcare,387.72,1911049.0
2023-12-28,JPM,Healthcare,347.5,446229.0
2023-12-29,JPM,Healthcare,132.67,1266572.0
2023-12-30,JPM,Healthcare,187.09,4857812.0
2023-12-31,JPM,Healthcare,200.14,2589799.0
2023-01-01,GS,Healthcare,412.27,3896286.0
2023-01-02,GS,Healthcare,256.1,2061328.0
2023-01-03,GS,Healthcare,331.43,
2023-01-04,GS,Healthcare,464.54,3669199.0
2023-01-05,GS,Healthcare,321.64,3791198.0
2023-01-06,GS,Healthcare,169.8,1450093.0
2023-01-07,GS,Healthcare,251.48,293691.0
2023-01-08,GS,Healthcare,437.26,3684476.0
2023-01-09,GS,Healthcare,357.69,4575687.0
2023-01-10,GS,Healthcare,360.29,1290064.0
2023-01-11,GS,Healthcare,446.73,3065560.0
2023-01-12,GS,Healthcare,457.59,4842998.0
2023-01-13,GS,Healthcare,467.92,3509747.0
2023-01-14,GS,Healthcare,137.94,2103146.0
2023-01-15,GS,Healthcare,317.65,2692440.0
2023-01-16,GS,Healthcare,396.2,579969.0
2023-01-17,GS,Healthcare,402.77,2591721.0
2023-01-18,GS,Healthcare,342.69,782346.0
2023-01-19,GS,Healthcare,166.71,
2023-01-20,GS,Healthcare,418.97,4495223.0
2023-01-21,GS,Healthcare,388.04,3031659.0
2023-01-22,GS,Healthcare,134.45,299542.0
2023-01-23,GS,Healthcare,285.52,1820342.0
2023-01-24,GS,Healthcare,169.59,3583802.0
2023-01-25,GS,Healthcare,234.99,1919833.0
2023-01-26,GS,Healthcare,107.23,2050500.0
2023-01-27,GS,Healthcare,260.13,4184032.0
2023-01-28,GS,Healthcare,319.95,1323045.0
2023-01-29,GS,Healthcare,347.83,4941905.0
2023-01-30,GS,Healthcare,365.4,3004936.0
2023-01-31,GS,Healthcare,,2036983.0
2023-02-01,GS,Healthcare,186.19,1504568.0
2023-02-02,GS,Healthcare,148.19,860956.0
2023-02-03,GS,Healthcare,440.61,3654382.0
2023-02-04,GS,Healthcare,162.65,3788498.0
2023-02-05,GS,Healthcare,489.9,4457847.0
2023-02-06,GS,Healthcare,437.02,4665861.0
2023-02-07,GS,Healthcare,300.35,599964.0
2023-02-08,GS,Healthcare,492.57,3097493.0
2023-02-09,GS,Healthcare,138.95,899458.0
2023-02-10,GS,Healthcare,221.23,105435.0
2023-02-11,GS,Healthcare,355.29,239565.0
2023-02-12,GS,Healthcare,240.0,3042905.0
2023-02-13,GS,Healthcare,471.35,3528261.0
2023-02-14,GS,Healthcare,126.25,4854417.0
2023-02-15,GS,Healthcare,319.76,1427654.0
2023-02-16,GS,Healthcare,336.35,2727014.0
2023-02-17,GS,Healthcare,361.09,2239934.0
2023-02-18,GS,Healthcare,202.27,547628.0
2023-02-19,GS,Healthcare,245.83,2667592.0
2023-02-20,GS,Healthcare,437.47,3119065.0
2023-02-21,GS,Healthcare,177.98,4159319.0
2023-02-22,GS,Healthcare,430.75,564535.0
2023-02-23,GS,Healthcare,325.06,2748191.0
2023-02-24,GS,Healthcare,404.88,1448894.0
2023-02-25,GS,Healthcare,385.44,156572.0
2023-02-26,GS,Healthcare,183.0,3650985.0
2023-02-27,GS,Healthcare,327.53,2613595.0
2023-02-28,GS,Healthcare,447.09,2233221.0
2023-03-01,GS,Healthcare,272.85,837550.0
2023-03-02,GS,Healthcare,486.64,1898954.0
2023-03-03,GS,Healthcare,280.89,2060350.0
2023-03-04,GS,Healthcare,157.11,882533.0
2023-03-05,GS,Healthcare,255.77,1029090.0
2023-03-06,GS,Healthcare,480.68,2902743.0
2023-03-07,GS,Healthcare,227.89,487902.0
2023-03-08,GS,Healthcare,447.24,2000302.0
2023-03-09,GS,Healthcare,452.5,784659.0
2023-03-10,GS,Healthcare,240.07,539717.0
2023-03-11,GS,Healthcare,133.3,812494.0
2023-03-12,GS,Healthcare,389.82,3890918.0
2023-03-13,GS,Healthcare,224.6,3267118.0
2023-03-14,GS,Healthcare,413.17,2341105.0
2023-03-15,GS,Healthcare,277.06,1420307.0
2023-03-16,GS,Healthcare,294.11,2422024.0
2023-03-17,GS,Healthcare,411.16,2664695.0
2023-03-18,GS,Healthcare,252.95,4775431.0
2023-03-19,GS,Healthcare,277.25,1195589.0
2023-03-20,GS,Healthcare,250.48,4935933.0
2023-03-21,GS,Healthcare,246.94,1014217.0
2023-03-22,GS,Healthcare,310.38,3964708.0
2023-03-23,GS,Healthcare,423.52,4926176.0
2023-03-24,GS,Healthcare,244.71,178113.0
2023-03-25,GS,Healthcare,309.7,2021792.0
2023-03-26,GS,Healthcare,368.29,4462113.0
2023-03-27,GS,Healthcare,207.78,1639219.0
2023-03-28,GS,Healthcare,211.01,4580572.0
2023-03-29,GS,Healthcare,473.37,4102262.0
2023-03-30,GS,Healthcare,389.41,4689716.0
2023-03-31,GS,Healthcare,330.87,4093687.0
2023-04-01,GS,Healthcare,359.09,2589667.0
2023-04-02,GS,Healthcare,111.72,4390955.0
2023-04-03,GS,Healthcare,347.24,1395125.0
2023-04-04,GS,Healthcare,303.8,185395.0
2023-04-05,GS,Healthcare,318.3,4660141.0
2023-04-06,GS,Healthcare,243.77,1233859.0
2023-04-07,GS,Healthcare,132.59,1193060.0
2023-04-08,GS,Healthcare,177.34,2798954.0
2023-04-09,GS,Healthcare,480.3,3335863.0
2023-04-10,GS,Healthcare,263.48,2495067.0
2023-04-11,GS,Healthcare,286.67,3751422.0
2023-04-12,GS,Healthcare,121.08,4483030.0
2023-04-13,GS,Healthcare,115.03,314223.0
2023-04-14,GS,Healthcare,,4269495.0
2023-04-15,GS,Healthcare,315.24,2712761.0
2023-04-16,GS,Healthcare,303.48,2095457.0
2023-04-17,GS,Healthcare,197.25,1113071.0
2023-04-18,GS,Healthcare,397.9,4992397.0
2023-04-19,GS,Healthcare,167.29,3375072.0
2023-04-20,GS,Healthcare,175.97,3388560.0
2023-04-21,GS,Healthcare,284.28,1786090.0
2023-04-22,GS,Healthcare,214.51,4917842.0
2023-04-23,GS,Healthcare,198.99,387906.0
2023-04-24,GS,Healthcare,358.1,3427786.0
2023-04-25,GS,Healthcare,360.39,3416900.0
2023-04-26,GS,Healthcare,429.81,1284592.0
2023-04-27,GS,Healthcare,267.08,2245977.0
2023-04-28,GS,Healthcare,129.23,2211029.0
2023-04-29,GS,Healthcare,209.47,2326217.0
2023-04-30,GS,Healthcare,492.0,732731.0
2023-05-01,GS,Healthcare,338.5,461756.0
2023-05-02,GS,Healthcare,383.89,2314826.0
2023-05-03,GS,Healthcare,102.94,3360802.0
2023-05-04,GS,Healthcare,307.28,2121363.0
2023-05-05,GS,Healthcare,115.01,617257.0
2023-05-06,GS,Healthcare,327.69,4690778.0
2023-05-07,GS,Healthcare,468.31,1400457.0
2023-05-08,GS,Healthcare,,4325933.0
2023-05-09,GS,Healthcare,316.22,1581257.0
2023-05-10,GS,Healthcare,283.28,2151933.0
2023-05-11,GS,Healthcare,478.01,2999359.0
2023-05-12,GS,Healthcare,369.44,2886719.0
2023-05-13,GS,Healthcare,125.96,3661497.0
2023-05-14,GS,Healthcare,286.29,362199.0
2023-05-15,GS,Healthcare,196.1,2970524.0
2023-05-16,GS,Healthcare,287.92,
2023-05-17,GS,Healthcare,282.19,3967293.0
2023-05-18,GS,Healthcare,332.86,133734.0
2023-05-19,GS,Healthcare,242.71,313299.0
2023-05-20,GS,Healthcare,165.71,2871034.0
2023-05-21,GS,Healthcare,301.49,242728.0
2023-05-22,GS,Healthcare,432.08,
2023-05-23,GS,Healthcare,365.6,1653185.0
2023-05-24,GS,Healthcare,235.35,1106152.0
2023-05-25,GS,Healthcare,474.21,793812.0
2023-05-26,GS,Healthcare,464.88,1817202.0
2023-05-27,GS,Healthcare,183.74,3362331.0
2023-05-28,GS,Healthcare,115.77,4093767.0
2023-05-29,GS,Healthcare,396.52,3925091.0
2023-05-30,GS,Healthcare,431.04,752168.0
2023-05-31,GS,Healthcare,487.15,3789638.0
2023-06-01,GS,Healthcare,455.93,4586856.0
2023-06-02,GS,Healthcare,340.21,1295055.0
2023-06-03,GS,Healthcare,312.02,1308957.0
2023-06-04,GS,Healthcare,111.14,1241766.0
2023-06-05,GS,Healthcare,198.66,876644.0
2023-06-06,GS,Healthcare,283.85,3463712.0
2023-06-07,GS,Healthcare,351.4,624658.0
2023-06-08,GS,Healthcare,322.9,886918.0
2023-06-09,GS,Healthcare,397.05,103196.0
2023-06-10,GS,Healthcare,211.91,1649648.0
2023-06-11,GS,Healthcare,325.98,3757919.0
2023-06-12,GS,Healthcare,135.26,3778588.0
2023-06-13,GS,Healthcare,265.47,2703680.0
2023-06-14,GS,Healthcare,400.06,1570017.0
2023-06-15,GS,Healthcare,377.36,2767293.0
2023-06-16,GS,Healthcare,496.26,2884787.0
2023-06-17,GS,Healthcare,211.16,958811.0
2023-06-18,GS,Healthcare,299.28,4164337.0
2023-06-19,GS,Healthcare,,2764649.0
2023-06-20,GS,Healthcare,276.24,3736119.0
2023-06-21,GS,Healthcare,442.78,3157143.0
2023-06-22,GS,Healthcare,373.68,3656995.0
2023-06-23,GS,Healthcare,452.98,1767108.0
2023-06-24,GS,Healthcare,181.4,2953507.0
2023-06-25,GS,Healthcare,449.34,1881336.0
2023-06-26,GS,Healthcare,123.9,724588.0
2023-06-27,GS,Healthcare,455.44,2254327.0
2023-06-28,GS,Healthcare,231.63,4170081.0
2023-06-29,GS,Healthcare,225.84,1250127.0
2023-06-30,GS,Healthcare,304.84,2589913.0
2023-07-01,GS,Healthcare,476.28,4017000.0
2023-07-02,GS,Healthcare,119.11,2778306.0
2023-07-03,GS,Healthcare,240.89,2314904.0
2023-07-04,GS,Healthcare,442.63,2450716.0
2023-07-05,GS,Healthcare,,4587561.0
2023-07-06,GS,Healthcare,179.66,1919456.0
2023-07-07,GS,Healthcare,269.92,1364008.0
2023-07-08,GS,Healthcare,254.22,2868654.0
2023-07-09,GS,Healthcare,466.17,1482212.0
2023-07-10,GS,Healthcare,404.77,1359112.0
2023-07-11,GS,Healthcare,302.05,3976345.0
2023-07-12,GS,Healthcare,495.35,3280863.0
2023-07-13,GS,Healthcare,286.11,2333414.0
2023-07-14,GS,Healthcare,123.3,1743063.0
2023-07-15,GS,Healthcare,204.91,104331.0
2023-07-16,GS,Healthcare,274.43,1665976.0
2023-07-17,GS,Healthcare,162.76,4076808.0
2023-07-18,GS,Healthcare,479.03,312854.0
2023-07-19,GS,Healthcare,406.74,
2023-07-20,GS,Healthcare,207.31,1653416.0
2023-07-21,GS,Healthcare,336.32,3056156.0
2023-07-22,GS,Healthcare,388.58,2381696.0
2023-07-23,GS,Healthcare,476.51,1233243.0
2023-07-24,GS,Healthcare,452.65,104677.0
2023-07-25,GS,Healthcare,306.08,304580.0
2023-07-26,GS,Healthcare,409.86,230334.0
2023-07-27,GS,Healthcare,324.86,4657885.0
2023-07-28,GS,Healthcare,321.08,2152109.0
2023-07-29,GS,Healthcare,,2608963.0
2023-07-30,GS,Healthcare,150.46,1981934.0
2023-07-31,GS,Healthcare,311.81,2796711.0
2023-08-01,GS,Healthcare,207.54,658745.0
2023-08-02,GS,Healthcare,108.41,666819.0
2023-08-03,GS,Healthcare,389.14,3898043.0
2023-08-04,GS,Healthcare,112.99,294243.0
2023-08-05,GS,Healthcare,338.11,4551535.0
2023-08-06,GS,Healthcare,315.68,2970741.0
2023-08-07,GS,Healthcare,487.53,717423.0
2023-08-08,GS,Healthcare,293.69,
2023-08-09,GS,Healthcare,125.44,737031.0
2023-08-10,GS,Healthcare,320.68,2965893.0
2023-08-11,GS,Healthcare,436.44,
2023-08-12,GS,Healthcare,498.74,1350844.0
2023-08-13,GS,Healthcare,272.14,1016094.0
2023-08-14,GS,Healthcare,228.12,4389361.0
2023-08-15,GS,Healthcare,462.66,1186985.0
2023-08-16,GS,Healthcare,176.5,
2023-08-17,GS,Healthcare,346.17,1565088.0
2023-08-18,GS,Healthcare,262.29,4284251.0
2023-08-19,GS,Healthcare,116.43,3212252.0
2023-08-20,GS,Healthcare,238.92,4375542.0
2023-08-21,GS,Healthcare,206.09,1843227.0
2023-08-22,GS,Healthcare,374.44,2471693.0
2023-08-23,GS,Healthcare,479.52,4269647.0
2023-08-24,GS,Healthcare,207.22,
2023-08-25,GS,Healthcare,424.59,4074409.0
2023-08-26,GS,Healthcare,122.14,3405141.0
2023-08-27,GS,Healthcare,315.25,277216.0
2023-08-28,GS,Healthcare,128.22,4749292.0
2023-08-29,GS,Healthcare,473.61,2276512.0
2023-08-30,GS,Healthcare,406.54,3783460.0
2023-08-31,GS,Healthcare,363.18,2636015.0
2023-09-01,GS,Healthcare,429.56,223662.0
2023-09-02,GS,Healthcare,359.01,1918352.0
2023-09-03,GS,Healthcare,487.58,3344571.0
2023-09-04,GS,Healthcare,385.58,2994558.0
2023-09-05,GS,Healthcare,469.86,736438.0
2023-09-06,GS,Healthcare,306.85,1580175.0
2023-09-07,GS,Healthcare,146.83,1929484.0
2023-09-08,GS,Healthcare,311.27,1767690.0
2023-09-09,GS,Healthcare,150.75,4519425.0
2023-09-10,GS,Healthcare,,2069036.0
2023-09-11,GS,Healthcare,293.0,4011451.0
2023-09-12,GS,Healthcare,349.03,2846153.0
2023-09-13,GS,Healthcare,104.02,1204188.0
2023-09-14,GS,Healthcare,177.94,3809726.0
2023-09-15,GS,Healthcare,296.53,3883112.0
2023-09-16,GS,Healthcare,480.2,2406569.0
2023-09-17,GS,Healthcare,253.44,311463.0
2023-09-18,GS,Healthcare,269.75,1767788.0
2023-09-19,GS,Healthcare,385.88,368602.0
2023-09-20,GS,Healthcare,341.52,2494820.0
2023-09-21,GS,Healthcare,219.57,762213.0
2023-09-22,GS,Healthcare,264.33,4836912.0
2023-09-23,GS,Healthcare,187.08,2291306.0
2023-09-24,GS,Healthcare,486.41,2773683.0
2023-09-25,GS,Healthcare,152.25,3946703.0
2023-09-26,GS,Healthcare,248.73,2607720.0
2023-09-27,GS,Healthcare,110.34,3842849.0
2023-09-28,GS,Healthcare,188.71,193476.0
2023-09-29,GS,Healthcare,412.19,214560.0
2023-09-30,GS,Healthcare,180.47,1449987.0
2023-10-01,GS,Healthcare,132.03,3807957.0
2023-10-02,GS,Healthcare,289.78,969241.0
2023-10-03,GS,Healthcare,103.99,649656.0
2023-10-04,GS,Healthcare,133.91,3538856.0
2023-10-05,GS,Healthcare,423.05,3680885.0
2023-10-06,GS,Healthcare,408.59,3503209.0
2023-10-07,GS,Healthcare,466.06,2197953.0
2023-10-08,GS,Healthcare,,2827978.0
2023-10-09,GS,Healthcare,373.27,3095785.0
2023-10-10,GS,Healthcare,120.93,4080125.0
2023-10-11,GS,Healthcare,413.14,1926629.0
2023-10-12,GS,Healthcare,438.2,2495265.0
2023-10-13,GS,Healthcare,419.63,191679.0
2023-10-14,GS,Healthcare,303.39,2878217.0
2023-10-15,GS,Healthcare,193.16,1439083.0
2023-10-16,GS,Healthcare,438.13,3124628.0
2023-10-17,GS,Healthcare,390.87,3803367.0
2023-10-18,GS,Healthcare,492.3,4906540.0
2023-10-19,GS,Healthcare,162.28,3990702.0
2023-10-20,GS,Healthcare,190.27,4088395.0
2023-10-21,GS,Healthcare,184.72,2474151.0
2023-10-22,GS,Healthcare,417.02,277476.0
2023-10-23,GS,Healthcare,174.76,1299217.0
2023-10-24,GS,Healthcare,126.66,2775877.0
